Название пары,Текущая цена,Максимальная цена за сутки,Минимальная цена за сутки,Изменение цены за сутки,Изменение цены в процентах за сутки,Объем торгов за сутки
BTGUSDT,17.65000000,22.60000000,17.53000000,-0.85000000,-4.595%,369094.19000000
HOTBUSD,0.00193900,0.00204500,0.00191100,-0.00004300,-2.170%,304919804.20000000
BNBUAH,11390.00000000,11573.00000000,11313.00000000,-105.00000000,-0.913%,129.08300000
ONTTRY,4.09500000,4.24600000,4.04000000,-0.10400000,-2.477%,481368.00000000
VETEUR,0.02300000,0.02367000,0.02275000,-0.00037000,-1.583%,11658858.36000000
VETGBP,0.01979000,0.02040000,0.01967000,-0.00045000,-2.223%,4785426.41000000
WINBRL,0.00054800,0.00055700,0.00054200,-0.00000600,-1.083%,805405264.00000000
MIRBTC,0.00000939,0.00000969,0.00000914,0.00000012,1.294%,343686.30000000
MIRBUSD,0.19031000,0.19609000,0.18775000,-0.00045000,-0.236%,3938386.30000000
MIRUSDT,0.19064000,0.19575000,0.18788000,-0.00007000,-0.037%,6136901.90000000
BARBTC,0.00020760,0.00021530,0.00019790,-0.00000760,-3.532%,12629.82000000
BARBUSD,4.19000000,4.44000000,4.01000000,-0.24000000,-5.418%,37881.38000000
BARUSDT,4.21000000,4.45000000,4.01000000,-0.21000000,-4.751%,204542.57000000
FORTHBTC,0.00019970,0.00020550,0.00019960,-0.00000450,-2.204%,16705.71000000
FORTHBUSD,4.04000000,4.21000000,4.01000000,-0.17000000,-4.038%,36352.33000000
FORTHUSDT,4.04000000,4.22000000,4.01000000,-0.18000000,-4.265%,110952.60000000
CAKEGBP,3.83800000,3.89900000,3.81000000,-0.04300000,-1.108%,776.66000000
DOGERUB,5.00000000,5.23500000,4.46000000,0.27800000,5.887%,2371890.00000000
HOTBRL,0.03750000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WRXEUR,0.57460000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EZBTC,0.00001351,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EZETH,0.00017500,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BAKEUSDT,0.23220000,0.23790000,0.22790000,-0.00380000,-1.610%,7254092.10000000
BURGERBUSD,0.84600000,0.91400000,0.84000000,-0.01400000,-1.628%,2050186.10000000
BURGERUSDT,0.84700000,0.91600000,0.83900000,-0.01100000,-1.282%,3520352.60000000
SLPBUSD,0.00324000,0.00338000,0.00321000,-0.00010000,-2.994%,250475190.00000000
SLPUSDT,0.00323000,0.00338000,0.00321000,-0.00012000,-3.582%,546286109.00000000
TRXAUD,0.09810000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TRXEUR,0.06342000,0.06396000,0.06275000,0.00023000,0.364%,3439245.00000000
VETTRY,0.42990000,0.44330000,0.42620000,-0.01030000,-2.340%,5652521.40000000
SHIBUSDT,0.00001069,0.00001129,0.00001031,-0.00000035,-3.170%,9004618164504.00
SHIBBUSD,0.00001069,0.00001128,0.00001030,-0.00000034,-3.083%,3762396403227.00
ICPBTC,0.00025000,0.00025360,0.00024700,-0.00000180,-0.715%,41655.35000000
ICPBNB,0.01763000,0.01814000,0.01744000,-0.00034000,-1.892%,12163.79000000
ICPBUSD,5.05000000,5.25000000,4.98000000,-0.14000000,-2.697%,479875.31000000
ICPUSDT,5.06000000,5.26000000,4.98000000,-0.13000000,-2.505%,1394867.47000000
SHIBEUR,0.00001074,0.00001132,0.00001038,-0.00000022,-2.007%,80146893118.00
SHIBRUB,0.00057730,0.00000000,0.00000000,0.00000000,0.000%,0.00
ETCEUR,24.91000000,25.92000000,24.29000000,-0.08000000,-0.320%,12470.26000000
ETCBRL,202.40000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DOGEBIDR,1272.00,1330.00,1130.00,78.00,6.533%,35061093.00000000
ARBTC,0.00050460,0.00052130,0.00049690,-0.00001510,-2.906%,11703.39000000
ARBNB,0.03549000,0.03695000,0.03549000,-0.00146000,-3.951%,1425.15000000
ARBUSD,10.21000000,10.79000000,10.06000000,-0.51000000,-4.757%,84722.65000000
ARUSDT,10.20000000,10.79000000,10.06000000,-0.53000000,-4.939%,387107.17000000
POLSBTC,0.00002215,0.00002270,0.00002187,-0.00000015,-0.673%,164757.20000000
POLSBNB,0.00156000,0.00160500,0.00154300,-0.00003200,-2.010%,61185.20000000
POLSBUSD,0.44700000,0.46000000,0.44300000,-0.01100000,-2.402%,345769.40000000
POLSUSDT,0.44700000,0.46000000,0.44300000,-0.01100000,-2.402%,644673.00000000
MDXBTC,0.00000716,0.00000790,0.00000667,-0.00000053,-6.892%,8269166.20000000
MDXBNB,0.00061900,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MDXBUSD,0.14470000,0.16250000,0.13590000,-0.01400000,-8.822%,30524958.90000000
MDXUSDT,0.14470000,0.16290000,0.13550000,-0.01390000,-8.764%,75348685.60000000
MASKBNB,0.00462000,0.00490000,0.00420000,-0.00001000,-0.216%,358568.00000000
MASKBUSD,1.32400000,1.41700000,1.19300000,-0.01300000,-0.972%,3898586.40000000
MASKUSDT,1.32400000,1.41600000,1.19300000,-0.01200000,-0.898%,10139105.50000000
LPTBTC,0.00045410,0.00045660,0.00044290,0.00000470,1.046%,5033.63000000
LPTBNB,0.03196000,0.03248000,0.03163000,-0.00018000,-0.560%,1687.10000000
LPTBUSD,9.20000000,9.77000000,8.95000000,-0.06000000,-0.648%,19561.54000000
LPTUSDT,9.19000000,9.41000000,8.93000000,-0.09000000,-0.970%,106239.71000000
ETHUAH,60022.00000000,62847.00000000,59124.00000000,-1777.00000000,-2.875%,88.33980000
MATICBRL,4.86400000,5.01600000,4.76100000,-0.09300000,-1.876%,147838.90000000
SOLEUR,30.71000000,32.06000000,30.29000000,-0.65000000,-2.073%,54227.58000000
SHIBBRL,0.00005686,0.00005982,0.00005486,-0.00000194,-3.299%,33635468440.00
AGIXBTC,0.00000242,0.00000248,0.00000239,-0.00000004,-1.626%,9785579.00000000
ICPEUR,5.04000000,5.24000000,5.00000000,-0.13000000,-2.515%,1973.98000000
MATICGBP,0.79230000,0.81640000,0.77370000,-0.01040000,-1.296%,275782.90000000
SHIBTRY,0.00020085,0.00021197,0.00019400,-0.00000575,-2.783%,1374990454199.00
MATICBIDR,14200.00,14724.00,13940.00,-248.00,-1.717%,129210.10000000
MATICRUB,55.92000000,58.00000000,55.22000000,-1.31000000,-2.289%,28156.90000000
NUBTC,0.00001240,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NUBNB,0.00126770,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NUBUSD,0.54530000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NUUSDT,0.54360000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XVGUSDT,0.00312000,0.00319000,0.00308000,-0.00005000,-1.577%,48123690.00000000
RLCBUSD,1.78300000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CELRBUSD,0.01518000,0.01557000,0.01475000,-0.00027000,-1.748%,11740238.00000000
ATMBUSD,3.24000000,3.38000000,3.19000000,-0.13000000,-3.858%,19888.68000000
ZENBUSD,13.21000000,13.66000000,12.91000000,-0.40000000,-2.939%,5093.80000000
FTMBUSD,0.21540000,0.22470000,0.21130000,-0.00720000,-3.234%,16930742.00000000
THETABUSD,1.14800000,1.15300000,1.08100000,0.02000000,1.773%,1225714.20000000
WINBUSD,0.00010290,0.00010460,0.00010210,-0.00000090,-0.867%,1686536546.00000000
KAVABUSD,1.47500000,1.55600000,1.45200000,-0.07800000,-5.023%,410239.40000000
XEMBUSD,0.09630000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ATABTC,0.00000796,0.00000802,0.00000776,0.00000012,1.531%,515673.00000000
ATABNB,0.00056200,0.00057900,0.00055400,0.00000100,0.178%,761131.00000000
ATABUSD,0.16120000,0.16340000,0.15840000,-0.00080000,-0.494%,1311121.00000000
ATAUSDT,0.16130000,0.16340000,0.15820000,-0.00030000,-0.186%,8883641.00000000
GTCBTC,0.00008120,0.00008270,0.00008000,-0.00000070,-0.855%,39250.80000000
GTCBNB,0.01860000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GTCBUSD,1.64100000,1.71600000,1.61200000,-0.05300000,-3.129%,77654.80000000
GTCUSDT,1.64300000,1.71700000,1.60900000,-0.05200000,-3.068%,727419.70000000
TORNBTC,0.00030430,0.00031130,0.00029950,-0.00000410,-1.329%,14236.72000000
TORNBNB,0.09058000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TORNBUSD,6.14000000,6.42000000,6.09000000,-0.22000000,-3.459%,107742.29000000
TORNUSDT,6.13000000,6.41000000,6.09000000,-0.22000000,-3.465%,284716.26000000
MATICTRY,17.14900000,17.72900000,16.82300000,-0.25100000,-1.443%,810485.00000000
ETCGBP,26.54000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SOLGBP,26.52000000,27.69000000,26.14000000,-0.71000000,-2.607%,9324.34000000
BAKEBTC,0.00001148,0.00001159,0.00001131,0.00000004,0.350%,509146.60000000
COTIBUSD,0.10230000,0.10700000,0.10070000,-0.00290000,-2.757%,3471219.00000000
KEEPBTC,0.00001432,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
KEEPBNB,0.00145070,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
KEEPBUSD,0.62600000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
KEEPUSDT,0.62510000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SOLTRY,574.10000000,602.00000000,566.20000000,-16.10000000,-2.728%,109680.07000000
RUNEGBP,1.29100000,1.36300000,1.28700000,-0.05300000,-3.943%,9323.90000000
SOLBRL,162.30000000,170.30000000,160.20000000,-5.90000000,-3.508%,4297.79000000
SCBUSD,0.00323000,0.00332000,0.00321000,-0.00007000,-2.121%,11028283.00000000
CHRBUSD,0.14460000,0.15320000,0.14180000,-0.00530000,-3.536%,4603984.00000000
STMXBUSD,0.00663700,0.00690400,0.00656600,-0.00023000,-3.349%,14212354.00000000
HNTBUSD,4.03000000,4.21000000,3.96000000,-0.17000000,-4.048%,327845.20000000
FTTBUSD,24.23000000,24.98000000,23.98000000,-0.20000000,-0.819%,66377.81000000
DOCKBUSD,0.01928000,0.02015000,0.01907000,-0.00071000,-3.552%,2024996.00000000
ADABIDR,5992.00,6375.00,5894.00,-327.00,-5.175%,271248.60000000
ERNBNB,0.00845000,0.00904000,0.00840000,-0.00054000,-6.007%,12994.10000000
ERNBUSD,2.44800000,2.59900000,2.40000000,-0.14300000,-5.519%,246442.30000000
ERNUSDT,2.44700000,2.59600000,2.40100000,-0.14200000,-5.485%,747056.10000000
KLAYBTC,0.00001270,0.00001397,0.00001173,0.00000041,3.336%,15791039.90000000
KLAYBNB,0.00089900,0.00096300,0.00084100,0.00002100,2.392%,3154399.00000000
KLAYBUSD,0.25700000,0.27680000,0.24160000,0.00380000,1.500%,127375371.90000000
KLAYUSDT,0.25690000,0.27780000,0.24140000,0.00380000,1.501%,239967927.00000000
RUNEEUR,1.51000000,1.58200000,1.48900000,-0.04600000,-2.956%,53769.80000000
MATICAUD,1.42450000,1.46040000,1.38350000,-0.01480000,-1.028%,260751.90000000
DOTRUB,392.00000000,401.00000000,387.00000000,-8.00000000,-2.000%,949.06000000
UTKBUSD,0.13070000,0.14000000,0.12890000,-0.00340000,-2.535%,3332404.00000000
IOTXBUSD,0.02799000,0.02877000,0.02742000,-0.00016000,-0.568%,7610587.00000000
PHAUSDT,0.18760000,0.20260000,0.16690000,0.00960000,5.393%,83421623.00000000
SOLRUB,1881.00000000,1972.00000000,1858.00000000,-55.00000000,-2.841%,1251.91000000
RUNEAUD,17.40400000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BUSDUAH,39.75000000,39.99000000,39.71000000,-0.16000000,-0.401%,192410.00000000
BONDBTC,0.00024000,0.00024290,0.00023800,-0.00000020,-0.083%,11874.66000000
BONDBNB,0.02969000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BONDBUSD,4.85300000,5.01800000,4.80000000,-0.09800000,-1.979%,61778.52000000
BONDUSDT,4.85200000,5.01500000,4.80000000,-0.10100000,-2.039%,161152.27000000
MLNBTC,0.00121300,0.00149100,0.00119900,-0.00002400,-1.940%,61915.72500000
MLNBNB,0.09880000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
MLNBUSD,24.54000000,30.70000000,24.20000000,-1.07000000,-4.178%,360124.96700000
MLNUSDT,24.57000000,30.70000000,24.20000000,-1.06000000,-4.136%,409732.10400000
GRTTRY,1.51000000,1.57200000,1.48200000,-0.04500000,-2.894%,2260287.00000000
CAKEBRL,69.72000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ICPRUB,4589.00000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DOTAUD,9.98000000,10.09000000,9.73000000,-0.01000000,-0.100%,3791.80000000
AAVEBRL,1792.00000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EOSAUD,6.55500000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DEXEUSDT,2.99900000,3.08000000,2.98100000,-0.02800000,-0.925%,86848.82000000
LTOBUSD,0.09490000,0.10460000,0.08960000,0.00460000,5.094%,59775778.00000000
ADXBUSD,0.16970000,0.17530000,0.16880000,-0.00480000,-2.751%,1222688.00000000
QUICKBTC,0.00317700,0.00329800,0.00308300,0.00007700,2.484%,2092.54800000
QUICKBNB,0.42200000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
QUICKBUSD,64.40000000,67.90000000,63.10000000,0.50000000,0.782%,7436.68300000
C98USDT,0.31390000,0.31950000,0.30420000,-0.00020000,-0.064%,10348638.00000000
C98BUSD,0.31390000,0.31960000,0.30500000,-0.00040000,-0.127%,3244707.50000000
C98BNB,0.00108900,0.00111000,0.00106700,-0.00000500,-0.457%,27185.00000000
C98BTC,0.00001547,0.00001577,0.00001500,0.00000023,1.509%,359841.60000000
CLVBTC,0.00000421,0.00000431,0.00000410,0.00000006,1.446%,1739383.00000000
CLVBNB,0.00029730,0.00037000,0.00029310,0.00000020,0.067%,2770065.60000000
CLVBUSD,0.08514000,0.08715000,0.08439000,-0.00046000,-0.537%,6456984.00000000
CLVUSDT,0.08514000,0.08728000,0.08450000,-0.00048000,-0.561%,17672682.60000000
QNTBTC,0.00812000,0.00843700,0.00793500,-0.00029700,-3.529%,16263.95100000
QNTBNB,0.57280000,0.60210000,0.56670000,-0.02850000,-4.740%,672.18900000
QNTBUSD,164.20000000,174.20000000,161.20000000,-9.30000000,-5.360%,49447.92300000
QNTUSDT,164.30000000,174.20000000,161.10000000,-9.30000000,-5.357%,130060.07000000
FLOWBTC,0.00008053,0.00008565,0.00007874,0.00000133,1.679%,412199.01000000
FLOWBNB,0.00566400,0.00600000,0.00557800,0.00000700,0.124%,46665.20000000
FLOWBUSD,1.62900000,1.72400000,1.59100000,-0.00500000,-0.306%,1889674.43000000
FLOWUSDT,1.62900000,1.72600000,1.59000000,-0.00400000,-0.245%,7794140.98000000
XECBUSD,0.00003729,0.00003855,0.00003686,-0.00000104,-2.713%,10024758853.00
AXSBRL,47.10000000,49.90000000,46.50000000,-2.50000000,-5.040%,9041.86000000
AXSAUD,13.82000000,14.57000000,13.57000000,-0.52000000,-3.626%,11094.69000000
TVKUSDT,0.03490000,0.03620000,0.03450000,-0.00120000,-3.324%,12491917.00000000
MINABTC,0.00002964,0.00003070,0.00002920,-0.00000037,-1.233%,670149.30000000
MINABNB,0.00208900,0.00219200,0.00205800,-0.00005300,-2.474%,367858.90000000
MINABUSD,0.59900000,0.63100000,0.58800000,-0.02000000,-3.231%,2209161.30000000
MINAUSDT,0.60000000,0.63200000,0.58800000,-0.01800000,-2.913%,5152371.00000000
RAYBNB,0.00176000,0.00182000,0.00175000,-0.00005000,-2.762%,58160.10000000
RAYBUSD,0.50400000,0.52700000,0.50100000,-0.01600000,-3.077%,328554.90000000
RAYUSDT,0.50500000,0.52800000,0.50000000,-0.01700000,-3.257%,1217021.20000000
FARMBTC,0.00188500,0.00192900,0.00180900,0.00006900,3.800%,2989.95800000
FARMBNB,0.15150000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FARMBUSD,38.10000000,39.30000000,36.90000000,0.60000000,1.600%,14357.33300000
FARMUSDT,38.10000000,39.40000000,36.80000000,0.60000000,1.600%,33731.43000000
ALPACABTC,0.00001461,0.00001487,0.00001402,0.00000049,3.470%,217769.00000000
ALPACABNB,0.00094400,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ALPACABUSD,0.29640000,0.29880000,0.28780000,0.00490000,1.681%,778605.00000000
ALPACAUSDT,0.29640000,0.29870000,0.28740000,0.00520000,1.786%,1534105.30000000
TLMTRY,0.38620000,0.40390000,0.38330000,-0.01460000,-3.643%,16764102.00000000
QUICKUSDT,64.50000000,68.00000000,63.30000000,0.40000000,0.624%,23078.49200000
ORNBUSD,1.08000000,1.12000000,1.07500000,-0.02600000,-2.351%,92576.10000000
MBOXBTC,0.00002905,0.00002940,0.00002882,-0.00000030,-1.022%,156415.90000000
MBOXBNB,0.00204700,0.00210100,0.00203200,-0.00005200,-2.477%,29761.50000000
MBOXBUSD,0.58600000,0.60600000,0.58100000,-0.01900000,-3.140%,410875.40000000
MBOXUSDT,0.58700000,0.60600000,0.58100000,-0.01800000,-2.975%,939196.10000000
VGXBTC,0.00001925,0.00001972,0.00001916,-0.00000038,-1.936%,345154.20000000
VGXETH,0.00025900,0.00026400,0.00025500,-0.00000300,-1.145%,67204.30000000
FORUSDT,0.01904000,0.01955000,0.01861000,-0.00044000,-2.259%,25549142.00000000
REQUSDT,0.10890000,0.11860000,0.10710000,-0.00250000,-2.244%,29022957.00000000
GHSTUSDT,1.14000000,1.14600000,1.13400000,0.00300000,0.264%,104459.50000000
TRURUB,2.84000000,2.97000000,2.84000000,-0.10000000,-3.401%,128115.00000000
FISBRL,1.94900000,2.06000000,1.91300000,-0.06500000,-3.227%,249208.80000000
WAXPUSDT,0.08150000,0.08430000,0.08050000,-0.00170000,-2.043%,8639515.00000000
WAXPBUSD,0.08140000,0.08420000,0.08050000,-0.00180000,-2.163%,1274659.00000000
WAXPBNB,0.00028430,0.00029120,0.00028160,-0.00000470,-1.626%,1579224.00000000
WAXPBTC,0.00000402,0.00000460,0.00000400,-0.00000001,-0.248%,1164732.00000000
TRIBEBTC,0.00000743,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TRIBEBNB,0.00143100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TRIBEBUSD,0.23840000,0.24610000,0.23720000,-0.00400000,-1.650%,721456.00000000
TRIBEUSDT,0.23830000,0.24510000,0.23690000,-0.00360000,-1.488%,1178666.00000000
GNOUSDT,124.40000000,128.60000000,123.00000000,-2.20000000,-1.738%,873.45500000
GNOBUSD,304.10000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GNOBNB,0.86500000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GNOBTC,0.00562400,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ARPATRY,0.62690000,0.65070000,0.62100000,-0.01940000,-3.002%,32257697.00000000
PROMBTC,0.00027140,0.00027400,0.00026750,0.00000020,0.074%,11955.19000000
MTLBUSD,0.99400000,1.11000000,0.97800000,-0.02900000,-2.835%,178957.40000000
OGNBUSD,0.14070000,0.14580000,0.13930000,-0.00410000,-2.831%,872573.40000000
XECUSDT,0.00003730,0.00003857,0.00003683,-0.00000101,-2.636%,35391523290.00
C98BRL,1.67000000,1.71000000,1.62900000,-0.01500000,-0.890%,101961.60000000
SOLAUD,47.66000000,49.59000000,46.93000000,-1.22000000,-2.496%,5242.98200000
XRPBIDR,7173.00,7400.00,7099.00,-171.00,-2.328%,291216.40000000
POLYBUSD,0.27000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ELFUSDT,0.13090000,0.13470000,0.13010000,-0.00360000,-2.677%,5685286.20000000
DYDXUSDT,1.71400000,1.72500000,1.63500000,0.03200000,1.902%,7567116.21000000
DYDXBUSD,1.71600000,1.72500000,1.63500000,0.03200000,1.900%,1622010.92000000
DYDXBNB,0.00597900,0.00598400,0.00573200,0.00017400,2.997%,6899.80000000
DYDXBTC,0.00008473,0.00008512,0.00008048,0.00000305,3.734%,470140.95000000
ELFBUSD,0.13080000,0.13470000,0.13010000,-0.00380000,-2.823%,1169239.90000000
POLYUSDT,0.26960000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
IDEXUSDT,0.05784000,0.05982000,0.05705000,-0.00148000,-2.495%,10894005.00000000
VIDTUSDT,0.36870000,0.38690000,0.35870000,-0.01330000,-3.482%,5656718.80000000
SOLBIDR,476092.00,499735.00,468281.00,-13695.00,-2.796%,2965.56650000
AXSBIDR,139997.00,150000.00,135000.00,-5014.00,-3.458%,766.71000000
BTCUSDP,19435.03000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ETHUSDP,1344.37000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BNBUSDP,282.09000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
USDPBUSD,1.00000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
USDPUSDT,0.99970000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GALAUSDT,0.03432000,0.03589000,0.03374000,-0.00142000,-3.973%,382771468.00000000
GALABUSD,0.03433000,0.03591000,0.03375000,-0.00139000,-3.891%,77779272.00000000
GALABNB,0.00011963,0.00012391,0.00011797,-0.00000419,-3.384%,1211840.00000000
GALABTC,0.00000168,0.00000174,0.00000167,-0.00000005,-2.890%,13296777.00000000
FTMBIDR,3342.00,3494.00,3280.00,-130.00,-3.744%,118735.70000000
ALGOBIDR,20095.00,0.00,0.00,0.00,0.000%,0.00000000
CAKEAUD,25.61000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
KSMAUD,234.80000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
WAVESRUB,1190.49000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SUNBUSD,0.00657000,0.00672000,0.00621000,0.00020000,3.140%,106569554.00000000
ILVUSDT,66.20000000,70.90000000,63.10000000,-1.50000000,-2.216%,58629.99800000
ILVBUSD,66.00000000,70.80000000,63.30000000,-1.90000000,-2.798%,30598.59000000
ILVBNB,0.22900000,0.25000000,0.22100000,-0.00600000,-2.553%,1209.20400000
ILVBTC,0.00326000,0.00344000,0.00313000,-0.00002000,-0.610%,8077.10700000
RENBUSD,0.12380000,0.12570000,0.12020000,-0.00150000,-1.197%,1829421.00000000
YGGUSDT,0.27670000,0.29330000,0.27110000,-0.01660000,-5.660%,7497740.70000000
YGGBUSD,0.27650000,0.29300000,0.27130000,-0.01650000,-5.631%,2117915.20000000
YGGBNB,0.00096000,0.00100800,0.00094600,-0.00004100,-4.096%,52448.40000000
YGGBTC,0.00001370,0.00001421,0.00001345,-0.00000051,-3.589%,340566.40000000
STXBUSD,0.30200000,0.31800000,0.29600000,-0.01200000,-3.822%,469169.70000000
SYSUSDT,0.14810000,0.15160000,0.14680000,-0.00230000,-1.529%,2540465.00000000
DFUSDT,0.05090000,0.05860000,0.04780000,0.00170000,3.455%,165471237.00000000
SOLUSDC,33.68000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ARPARUB,2.05600000,2.13400000,2.03500000,-0.07100000,-3.338%,3929202.00000000
LTCUAH,2155.00000000,2255.00000000,2132.00000000,-73.00000000,-3.276%,1008.89500000
FETBUSD,0.08100000,0.08430000,0.08030000,-0.00250000,-2.994%,1842277.00000000
ARPABUSD,0.03338000,0.03470000,0.03303000,-0.00114000,-3.302%,10109356.90000000
LSKBUSD,0.96200000,0.98000000,0.95400000,-0.01100000,-1.131%,45348.90000000
AVAXBIDR,266752.00,0.00,0.00,0.00,0.000%,0.00000000
ALICEBIDR,29103.00,0.00,0.00,0.00,0.000%,0.00000000
FIDAUSDT,0.39880000,0.40960000,0.39360000,-0.00980000,-2.398%,913322.90000000
FIDABUSD,0.39900000,0.40900000,0.39310000,-0.00940000,-2.302%,491370.50000000
FIDABNB,0.00543000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FIDABTC,0.00001971,0.00001985,0.00001946,-0.00000005,-0.253%,71104.40000000
DENTBUSD,0.00085200,0.00088900,0.00084300,-0.00002900,-3.292%,180405588.00000000
FRONTUSDT,0.23180000,0.24130000,0.23000000,-0.00760000,-3.175%,3085462.00000000
CVPUSDT,0.47520000,0.59300000,0.41400000,0.05540000,13.197%,48983527.20000000
AGLDBTC,0.00001542,0.00001580,0.00001513,-0.00000036,-2.281%,228585.00000000
AGLDBNB,0.00190000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AGLDBUSD,0.31300000,0.32600000,0.30800000,-0.01200000,-3.692%,285387.00000000
AGLDUSDT,0.31200000,0.32500000,0.30700000,-0.01200000,-3.704%,1457112.20000000
RADBTC,0.00010140,0.00010410,0.00010000,-0.00000030,-0.295%,39772.00000000
RADBNB,0.00712000,0.00741000,0.00711000,-0.00016000,-2.198%,5577.10000000
RADBUSD,2.05200000,2.14400000,2.02400000,-0.04600000,-2.193%,216140.60000000
RADUSDT,2.05100000,2.14000000,2.02500000,-0.04600000,-2.194%,653258.90000000
UNIAUD,34.47000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
HIVEBUSD,0.46850000,0.48340000,0.46500000,-0.01300000,-2.700%,347173.00000000
STPTBUSD,0.04188000,0.04310000,0.04163000,-0.00113000,-2.627%,1473282.30000000
BETABTC,0.00000410,0.00000426,0.00000409,-0.00000009,-2.148%,704413.00000000
BETABNB,0.00028930,0.00030300,0.00028690,-0.00001110,-3.695%,271283.00000000
BETABUSD,0.08300000,0.08733000,0.08227000,-0.00325000,-3.768%,2705315.00000000
BETAUSDT,0.08311000,0.08732000,0.08242000,-0.00319000,-3.696%,9335528.00000000
SHIBAUD,0.00001667,0.00001740,0.00001608,-0.00000036,-2.114%,11339615818.00
RAREBTC,0.00000752,0.00000753,0.00000732,0.00000001,0.133%,582187.20000000
RAREBNB,0.00069100,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RAREBUSD,0.15210000,0.15490000,0.14740000,-0.00270000,-1.744%,1056364.50000000
RAREUSDT,0.15220000,0.15500000,0.14740000,-0.00260000,-1.680%,3176966.30000000
AVAXBRL,92.00000000,92.50000000,89.60000000,0.80000000,0.877%,1050.75000000
AVAXAUD,26.98000000,26.99000000,26.01000000,0.67000000,2.547%,1997.93000000
LUNAAUD,0.00009000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TROYBUSD,0.00361200,0.00373100,0.00359400,-0.00009500,-2.563%,16761129.00000000
AXSETH,0.00590000,0.00601000,0.00584000,-0.00010000,-1.667%,14512.16500000
FTMETH,0.00014280,0.00014410,0.00014110,-0.00000120,-0.833%,339420.30000000
SOLETH,0.02027000,0.02046000,0.02008000,-0.00007000,-0.344%,22677.95400000
SSVBTC,0.00055110,0.00059050,0.00053570,-0.00002180,-3.805%,29444.72000000
SSVETH,0.00737800,0.00788000,0.00721500,-0.00026900,-3.518%,19231.66000000
LAZIOTRY,77.11400000,81.51000000,75.25000000,-4.39600000,-5.393%,336774.25000000
LAZIOEUR,4.08640000,4.33720000,4.02460000,-0.20280000,-4.728%,4893.56000000
LAZIOBTC,0.00020306,0.00021037,0.00019789,-0.00000625,-2.986%,20490.63000000
LAZIOUSDT,4.10950000,4.34320000,3.99710000,-0.22950000,-5.289%,554371.22000000
CHESSBTC,0.00001272,0.00001296,0.00001268,-0.00000014,-1.089%,166191.70000000
CHESSBNB,0.00188500,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
